path,file_size_bytes,total_sheets,has_vba,domain,project_number,status
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3012 SLHR Base Foundation Specification/Rev 03 (CR)/CR Comments/2100-CSH-1039-02 - 2100-SPC-3012 -03.xls,90112,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3014 SLHR Riser Monitoring Specification/Rev 03 (CR)/Comments/2100-CSH-1089-01 - 2100-SPC-3014-03 (approved).xls,95744,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3014 SLHR Riser Monitoring Specification/Rev 03 (CR)/Comments/Copy of 2100-CSH-1089-01 - 2100-SPC-3014-03 (draft).xls,89088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3015 SLHR Driven Pile Base Foundation Specification/REV 03 (CR)/CR Comments/2100-CSH-1181-01 - 2100-SPC-3015-03 - CT comment 20 Mar.xls,94720,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3015 SLHR Driven Pile Base Foundation Specification/REV 03 (CR)/CR Comments/2100-CSH-1181-01 - 2100-SPC-3015-03.xls,90112,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3015 SLHR Driven Pile Base Foundation Specification/REV 03 (CR)/CR Comments/2100-CSH-1181-02 - 2100-SPC-3015-03.xls,90624,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3016 SLHR URA Frame Guide Functional Specification/REV 03 (CR)/CR Comments/2100-CSH-1251-01 - 2100-SPC-3016-03 - 2H Response.xls,109056,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-3016 SLHR URA Frame Guide Functional Specification/REV 03 (CR)/CR Comments/2100-CSH-1251-01 - 2100-SPC-3016-03.xls,88064,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPC/2100-SPC-4007 SLHR Water Injection Plastic Liner Specification/Rev 03 (CR)/Comments/2100-CSH-1077-01 - 2100-SPC-4007-03.xls,86016,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0001-01 Spend Report we 20_10_07.xls,152064,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0002-01 Spend Report we 27_10_07.xls,179200,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0003-01 Spend Report we 03_11_07.xls,208896,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0004-01 Spend Report we 10_11_07.xls,248320,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0005-01 Spend Report we 17_11_07.xls,284160,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0006-01 Spend Report we 24_11_07.xls,328192,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0007-01 Spend Report we 01_12_07 TE DEV.xls,677888,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0007-01 Spend Report we 01_12_07.xls,368640,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0008-01 Spend Report we 08_12_07.xls,624128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0009-01 Spend Report we 15_12_07.xls,673280,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0010-01 Spend Report we 22_12_07 TE Edit.xls,718848,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0001-0010) - 2007/2100-SPE-0010-01 Spend Report we 22_12_07.xls,716800,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0011-01 Spend Report we 05_01_08.xls,761856,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0012-01 Spend Report we 12_01_08.xls,812544,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0013-01 Spend Report we 19_01_08.xls,905728,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0014-01 Spend Report we 26_01_08.xls,1126912,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0015-01 Spend Report we 02_02_08.xls,1196032,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0016-01 Spend Report we 09_02_08.xls,1264128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0017-01 Spend Report we 16_02_08.xls,1336832,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0018-01 Spend Report we 23_02_08.xls,1401856,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0019-01 Spend Report we 01_03_08.xls,1464832,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0020-01 Spend Report we 08_03_08.xls,1529344,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0021-01 Spend Report we 15_03_08.xls,1604096,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0022-01 Spend Report we 22_03_08.xls,1465856,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0023-01 Spend Report we 29_03_08.xls,1787904,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0024-01 Spend Report we 05_04_08 (youngi v1).xls,1865728,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0024-01 Spend Report we 05_04_08.xls,1865216,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0025-01 Spend Report we 12_04_08.xls,1951744,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0026-01 Spend Report we 19_04_08.xls,2074112,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0027-01 Spend Report we 26_04_08.xls,2265088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0028-01 Spend Report we 03_05_08.xls,2428416,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0029-01 Spend Report we 10_05_08.xls,2595840,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0030-01 Spend Report we 17_05_08.xls,2672128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0031-01 Spend Report we 24_05_08.xls,2771968,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0032-01 Spend Report we 31_05_08.xls,2885120,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0033-01 Spend Report we 07_06_08.xls,2991104,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0034-01 Spend Report we 14_06_08.xls,3080192,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0035-01 Spend Report we 21_06_08.xls,3223552,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0036-01 Spend Report we 28_06_08.xls,3303936,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0037-01 Spend Report we 05_07_08.xls,3409408,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0038-01 Spend Report we 12_07_08.xls,3542016,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0039-01 Spend Report we 19_07_08.xls,3422208,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0040-01 Spend Report we 26_07_08.xls,3504128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0041-01 Spend Report we 02_08_08.xls,3574272,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0042-01 Spend Report we 09_08_08.xls,3685376,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0043-01 Spend Report we 16_08_08.xls,3765248,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0044-01 Spend Report we 23_08_08.xls,3856896,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0045-01 Spend Report we 30_08_08.xls,3929600,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0046-01 Spend Report we 06_09_08.xls,4002816,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0047-01 Spend Report we 13_09_08.xls,4076032,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0048-01 Spend Report we 20_09_08.xls,4185088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0049-01 Spend Report we 27_09_08.xls,4253184,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0050-01 Spend Report we 04_10_08.xls,4325376,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0051-01 Spend Report we 11_10_08.xls,4431872,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0052-01 Spend Report we 18_10_08.xls,4460032,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0053-01 Spend Report we 25_10_08.xls,4567040,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0054-01 Spend Report we 01_11_08.xls,4740096,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0055-01 Spend Report we 08_11_08.xls,4855808,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0056-01 Spend Report we 15_11_08.xls,4977664,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0057-01 Spend Report we 22_11_08.xls,5421568,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0058-01 Spend Report we 29_11_08.xls,5521920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0059-01 Spend Report we 06_12_08.xls,5623808,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0060-01 Spend Report we 13_12_08.xls,5710848,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0061-01 Spend Report we 20_12_08.xls,5804544,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0011-0062) - 2008/2100-SPE-0062-01 Spend Report we 27_12_08.xls,5875200,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0063-01 Spend Report we 10_01_09.xls,3222528,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0064-01 Spend Report we 17_01_09.xls,3318784,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0065-01 Spend Report we 24_01_09.xls,3444736,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0066-01 Spend Report we 31_01_09.xls,3542528,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0067-01 Spend Report we 07_02_09.xls,3685888,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0068-01 Spend Report we 14_02_09.xls,3755520,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0069-01 Spend Report we 21_02_09.xls,3865088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0070-01 Spend Report we 28_02_09.xls,3961856,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0071-01 Spend Report we 07_03_09.xls,4057088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0072-01 Spend Report we 14_03_09.xls,4163584,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0073-01 Spend Report we 21_03_09.xls,4296192,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0074-01 Spend Report we 28_03_09.xls,4413440,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0075-01 Spend Report we 04_04_09.xls,4551168,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0076-01 Spend Report we 11_04_09.xls,4665344,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0077-01 Spend Report we 18_04_09.xls,4769792,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0078-01 Spend Report we 25_04_09.xls,4903936,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0079-01 Spend Report we 02_05_09.xls,5022208,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0080-01 Spend Report we 09_05_09.xls,5138432,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/SPE/Spend Reports (0063-onwards) - 2009/2100-SPE-0081-01 Spend Report we 16_05_09.xls,5247488,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-001-GJ.xls,68608,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-002-LB.xls,69632,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-003-GN.xls,70144,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-004-MS.xls,72704,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-005-MS.xls,72704,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/Documents/TAF/2100-TAF-006-BM.xls,73216,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
