path,file_size_bytes,total_sheets,has_vba,domain,project_number,status
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/MulticalSizing2RD&1111.xls,1531392,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Optical Mat Temperature Profile.xls,53248,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Probability of failure.xls,18432,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/RAOs.xls,20480,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/SCF allowable.xls,16384,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/SHEAR Property Cal.xls,925696,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Shear7/3125-EXTRACT43STK.xls,5162496,0,False,riser,3125,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Shear7/CL Shear 7 V43.xls,20992,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Shear7/Drag amplification and amplitude- single mode.xls,154112,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Taper Joint.xls,22016,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/references/literature/engineering/Riser Engineering/Trick.xls,22016,0,False,riser,,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/ACL Frame and Clamp Designs (Internal).xls,49152,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/CTR Flexible Pre-Installation rev1 TdB.xls,86528,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/Calculations/2100-204-CAL-0001-1 Riser Designation (For Report & Drawings).xls,457728,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/Prelim CTR Flexible Pre-Installation 4 options rev0 TdB.xls,166400,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3121-01 Clamp Loads.xls,110080,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3122-01 Clamp Positions.xls,166912,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3123-01 Rigid Riser diameter.xls,73728,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3124-01 Riser tension.xls,77824,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3125-01 Support Frame Loads.xls,207872,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3126-01 Hang off angle change.xls,26112,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3127-01 MTO Clamps.xls,25088,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/2100-CAL-3128-01 Winch Clamp Drum.xls,18432,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/Drawing list (Uncontrolled).xls,24576,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/Eye bolts for winch clamp.xls,24064,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/312 Flexible Riser Jumper Pre-installation/RGS Initial Calcs (Uncontrolled)/Winch clamp weight.xls,84992,0,False,jumper,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3131-4 - Driven Pile Base Foundation Weight Calculations.xls,62464,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3132-2 - Driven Pile Base Foundation Surface Area Calculations.xls,64000,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3133-2 - Driven Pile MTO Steel Plate and Beam Requirement Calculations.xls,476160,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3134-7 - Driven Pile Ballast Module Installation Padeye Sizing.xls,2041344,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3135-4 - Driven Pile Base Foundation Data Sheets (for 2100-DTS-3020).xls,254976,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3136-6 - Driven Pile Ballast Module Weight Calculations.xls,396288,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3136-7 - Driven Pile Ballast Module Weight Calculations.xls,362496,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3137-5 - Driven Pile Ballast Module Surface Area Calculations.xls,384512,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3137-6 - Driven Pile Ballast Module Surface Area Calculations.xls,352256,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3138-2 - Riser Base Tensions for Foundation Design.xls,34816,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3139-4 - Ballast Weight Calculations.xls,45056,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3140-4 - Driven Pile Ballast Block Handling Padeye Sizing.xls,1169408,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/2100-CAL-3141-3 - Ballast Module Handling Padeye Sizing.xls,1256448,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3134-6 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing (GJ comments).xls,2072064,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3134-7 - Driven Pile Ballast Module Installation Padeye Sizing (GJ Comments).xls,2078720,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3136-5 - Driven Pile Ballast Module Weight Calculations (GJ Comments).xls,388096,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3137-4 - Driven Pile Ballast Module Surface Area Calculations (PM Comments).xls,383488,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3140-2 - Ballast Material Lifting Padeye (CC Comments).xls,1025024,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3140-4 - Driven Pile Ballast Block Handling Padeye Sizing (GJ Comments).xls,1214464,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3141-1 - Ballast Module Handling Padeye Sizing(CC Comments).xls,1210368,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3141-2 - Ballast Module Handling Padeye Sizing (CC Comments 2).xls,1288704,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3141-2 - Ballast Module Handling Padeye Sizing(CC Comments).xls,1197568,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Comments/2100-CAL-3141-3 - Ballast Module Handling Padeye Sizing (GJ Comments).xls,1297920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Installation loads.xls,65024,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3131-1 - Driven Pile Base Foundation Weight Calculations.xls,118784,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3131-2 - Driven Pile Base Foundation Weight Calculations.xls,70656,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3131-3 - Driven Pile Base Foundation Weight Calculations.xls,73728,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3132-1 - Driven Pile Base Foundation Surface Area Calculations.xls,154624,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3133-1 - Driven Pile Base Foundation MTO Steel Plate and Beam Requirement Calculations.xls,468992,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-1 - Driven Pile Base Foundation Ballast Module Padeye Sizing.xls,1280512,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-2 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing.xls,1280512,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-3 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing.xls,1388032,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-4 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing.xls,1437696,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-5 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing.xls,1280512,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3134-6 - Driven Pile Base Foundation Ballast Module Installation Padeye Sizing.xls,2039296,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3135-1 - Driven Pile Base Foundation Data Sheets (for 2100-DTS-3020).xls,328192,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3135-2 - Driven Pile Base Foundation Data Sheets (for 2100-DTS-3020).xls,269312,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3135-3 - Driven Pile Base Foundation Data Sheets (for 2100-DTS-3020).xls,262656,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3136-1 - Driven Pile Ballast Module Weight Calculations.xls,389120,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3136-2 - Driven Pile Ballast Module Weight Calculations.xls,376320,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3136-3 - Driven Pile Ballast Module Weight Calculations.xls,535552,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3136-4 - Driven Pile Ballast Module Weight Calculations.xls,640000,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/300 Package Engineering/313 Driven Pile Design & Spec/Calculations/Superseded/2100-CAL-3136-5 - Driven Pile Ballast Module Weight Calculations.xls,390144,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
